,Rank,NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents,URL
681,140,NCT03798353,Pericardial Matrix With Mesenchymal Stem Cells for the Treatment of Patients With Infarcted Myocardial Tissue,PERISCOPE,"Active, not recruiting",No Results Available,Myocardial Infarction,Combination Product: PeriCord: Expanded and cryopreserved allogeneic umbilical cord Wharton´s jelly-derived adult mesenchymal stem cells colonized on human pericardial matrix.|Procedure: Surgery by sternotomy,Rate of death or rehospitalization due to any cause and / or adverse reactions related to the procedure / product under investigation.|Death rate or rehospitalization due to cardiovascular causes|Rate of relevant arrhythmias in Holter of 24 hours|Relevant changes in N-terminal B-type natriuretic peptide (NT-proBNP) and High sensitivity troponin I (hsTnI) levels|Changes in the necrotic myocardial mass ratio|Changes of regional contractility|Changes in ejection fraction of the left ventricle|changes in left and right ventricular geometric remodeling|Changes in the score on the quality of life test Short Form 36 Healthy Survey (SF-36).|Changes in the score on the quality of life Kansas City Cardiomyopathy Questionnaire (KCCQ) test in cases of participants with heart failure will be used.,Fundació Institut Germans Trias i Pujol|Germans Trias i Pujol Hospital,All,"18 Years to 99 Years   (Adult, Older Adult)",Phase 1,12,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",ICOR-2016-02|2018-001964-49,"May 13, 2019",September 2022,September 2022,"January 9, 2019",,"October 5, 2021","Hospital Universitari Germans Trias i Pujol, Badalona, Barcelona, Spain",,https://ClinicalTrials.gov/show/NCT03798353
682,446,NCT04972890,The Outcomes of Intracavernosal Umbilical Cord Mesenchymal Stem Cells Implantation in Patients With Diabetic Erectile Dysfunction,,Recruiting,No Results Available,Urologic Diseases|Erectile Dysfunction With Diabetes Mellitus,Biological: stem cells|Other: placebo,Changes in IIEF-5 Score after stem cells injection|Changes in Peak Systolic Velocity (PSV) after stem cells injection|Changes in End Diastolic Velocity after stem cells injection|Changes in Resistive Index after stem cells injection|Changes in Pulsatility Index after stem cells injection|Changes in E-selectin expression after stem cells injection|Changes in Vascular Endothelial Growth Factor (VEGF) expression after stem cells injection|Changes in Bcl-2 expression after stem cells injection|Changes in microRNA 16 expression after stem cells injection|Changes in microRNA 126 expression after stem cells injection|Changes in Hba1c after stem cells injection|Changes in Fasting Blood Glucose after stem cells injection|Changes in total cholesterol after stem cells injection|Changes in low-density lipoprotein (LDL) after stem cells injection|Changes in high-density lipoprotein (HDL) after stem cells injection|Changes in Triglycerides (TG) level after stem cells injection|Number of participants with side effects after intracavernosal injection,Indonesia University,Male,"18 Years to 65 Years   (Adult, Older Adult)",Phase 2|Phase 3,12,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",19-04-0516,"October 27, 2020","December 31, 2022","January 31, 2023","July 22, 2021",,"March 31, 2022","Universitas Indonesia, Jakarta Pusat, DKI Jakarta, Indonesia",,https://ClinicalTrials.gov/show/NCT04972890
683,228,NCT05333406,Determine the Safety and Dose of EN001 in Patients With Charcot-Marie-Tooth Disease (CMT) Type 1A,,Recruiting,No Results Available,"Charcot-Marie-Tooth Disease, Type IA",Drug: EN001,"Number of participants of any Adverse Events (AEs)/Serious Adverse Events (SAEs) related investigational product|Determination of Dose-limiting toxicity (DLT) levels of EN001|Determination of Maximum tolerated dose (MTD) levels of EN001|Number of participants with Vital Signs abnormalities|Number of participants with clinically significant abnormalities of Physical Examinations|Number of participants with abnormalities of Laboratory Parameters|Number of participants with 12-lead Electrocardiography (ECG) abnormalities|Incidence of adverse events (AEs)|Number of participants with abnormalities of Vital Signs, Physical Findings, and Laboratory Parameters|Change from baseline in disease severity CMTNS-v2 score|Change from baseline in gait and balance functions|Change from baseline in the degree of muscle damage (%)|Change from baseline in nerve regeneration potential",ENCell,All,"19 Years to 75 Years   (Adult, Older Adult)",Phase 1,12,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ENCell_2020_02,"February 22, 2022","December 20, 2022","December 31, 2027","April 19, 2022",,"May 13, 2022","Samsung Medical Center, Seoul, Korea, Republic of",,https://ClinicalTrials.gov/show/NCT05333406
684,270,NCT05443464,Mesenchymal Stem Cells (MSCs) for Steroid Refractory Acute GVHD (SR-aGVHD),,Not yet recruiting,No Results Available,"GVHD,Acute",Biological: OSSM-001,Safety events|Maximum tolerated dose (MTD),"Ossium Health, Inc.",All,"18 Years and older   (Adult, Older Adult)",Phase 1,12,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,OSSM-001-006-01,"June 5, 2023","June 10, 2024","October 14, 2024","July 5, 2022",,"July 5, 2022",,,https://ClinicalTrials.gov/show/NCT05443464
685,500,NCT04706312,Transplantation of hAMSCs for Woman With DOR,,Not yet recruiting,No Results Available,Diminished Ovarian Response,Other: stem cells,Safety and tolerability after hAMSCs injection.|The ratio of transplantable embryo in DOR patients after hAMSCs injection.|Ovarian function in DOR patients after hAMSCs injection.|Outcomes of IVF in DOR patients after hAMSCs injection.,The First Affiliated Hospital with Nanjing Medical University,Female,35 Years to 45 Years   (Adult),Phase 1,12,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,2019-SCR-03,April 2021,January 2022,April 2024,"January 12, 2021",,"February 9, 2021","Clinical Center of Reproductive Medicine at the First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu, China",,https://ClinicalTrials.gov/show/NCT04706312
686,140,NCT03007576,Treatment of Knee Osteoarthritis With Autologous Mesenchymal Stromal Cell Product (RegStem),,Completed,No Results Available,"Osteoarthritis,Knee",Biological: RegStem,"Safety of RegStem by incidence of adverse events and changes in physical examinations, vital signs and the results of clinical lab tests.|Clinical assessment of International Knee Documentation Committee (IKDC) score|Clinical assessment of Knee injury and Osteoarthritis Outcome Score (KOOS)|Clinical assessment of visual analogue scale (VAS)|Clinical assessment of knee X-ray|Clinical assessment of knee MRI",EMO Biomedicine Corporation|Far Eastern Memorial Hospital,All,"50 Years to 75 Years   (Adult, Older Adult)",Phase 1,12,Industry|Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,EMOCT01,"August 1, 2017","August 31, 2019","August 31, 2019","January 2, 2017",,"November 13, 2019","Far Eastern Memorial Hospital, Taipei, Taiwan",,https://ClinicalTrials.gov/show/NCT03007576
687,227,NCT05338099,Determine the Safety and Dose of EN001 in Patients With Duchenne Muscular Dystrophy(DMD),,Recruiting,No Results Available,Duchenne Muscular Dystrophy,Drug: EN001,"Number of participants of any Adverse Events (AEs)/Serious Adverse Events (SAEs) related investigational product|Determination of Dose-limiting toxicity (DLT) levels of EN001|Determination of Maximum tolerated dose (MTD) levels of EN001|Number of participants with Vital Signs abnormalities|Number of participants with clinically significant abnormalities of Physical Examinations|Number of participants with abnormalities of Laboratory Parameters|Number of participants with abnormalities of 12-lead Electrocardiography (ECG)|Incidence of adverse events (AEs)|Number of participants with abnormalities of Vital Signs, Physical Findings, and Laboratory Parameters|Rate of change at the time of visit compared to baseline (percent [%]) in CK level|Change from baseline in Function tests",ENCell,Male,"2 Years to 18 Years   (Child, Adult)",Phase 1,12,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ENCell_2020_01,"January 18, 2022","January 31, 2023","August 19, 2028","April 20, 2022",,"May 13, 2022","Samsung Medical Center, Seoul, Korea, Republic of",,https://ClinicalTrials.gov/show/NCT05338099
688,149,NCT04489732,MSC in Patients With Xerostomia Post XRT in Head and Neck Cancer,,Recruiting,No Results Available,Xerostomia Following Radiotherapy,"Biological: Autologous bone-marrow derived, interferon gamma stimulated mesenchymal stromal cells",Percentage of subjects experiencing dose limiting toxicity (DLT)|Change in Saliva production rate|Saliva composition analysis: Change in salivary pH|Saliva composition analysis: Change in total protein concentration in saliva|Saliva composition analysis: Change in amylase concentration in saliva|Saliva composition analysis: Change in mucin concentration in saliva|Change in The University of Michigan Xerostomia Related Quality of Life (XeQOL) score|Change in The MD Anderson Dysphagia Index (MDADI) score|Change in Visual Analogue Scale (VAS) xerostomia score|Change in salivary gland size|Change in salivary gland stiffness measured by shear wave velocity|Participant Drop out Rate,"University of Wisconsin, Madison|University of Wisconsin Carbone Cancer Center (UWCCC)|National Institute of Dental and Craniofacial Research (NIDCR)",All,"18 Years to 90 Years   (Adult, Older Adult)",Phase 1,12,Other|NIH,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,2020-1290|A533300|SMPH/HUMAN ONCOLOGY/HUMAN ONCO|UW20025|NCI-2021-00070|1UG3DE030431-01|Protocol Version 10/7/2021|Head & Neck SPORE,"February 18, 2022",June 2023,May 2024,"July 28, 2020",,"March 22, 2022","University of Wisconsin, Madison, Wisconsin, United States",,https://ClinicalTrials.gov/show/NCT04489732
689,207,NCT05559801,Mesenchymal Cell Therapy in Osteogenesis Imperfecta (OI),,Not yet recruiting,No Results Available,Osteogenesis Imperfecta|Osteogenesis Imperfecta Type III,Drug: Bone marrow-derived mesenchymal stromal cells (MSCs),"Recruitment rate of participants|Number of participants with correctly collected data for the study outcomes|Total number of visits with protocol deviation|Visit attendance by participants|Patient retention rate|Patient Primary Clinical Outcome Retention Rate|Change in acceptability from baseline|Number of unexpected adverse events|Number of participants with change in vital signs from baseline|Number of participants with changes in laboratory panels from baseline (CBC, CMP)|Change in number of participants with changes in radiological parameters|Change in annualized linear growth velocity|Change in fracture rate from baseline|Change in bone mineral density from baseline|Change in bone age|Change in Vertebral Compression Fractures (VCFs)|Number of participants with changes in bone metabolism markers|Change in Limb Deformity Modified EOS Questionnaire (LD-EOSQ-22) from baseline|Change in BAMF (Brief Assessment of Motor Function) from baseline|Change in Pediatric Orthopedic Data Collection Instrument (PODCI) from baseline",Emory University,All,3 Years to 10 Years   (Child),Phase 1|Phase 2,12,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,STUDY00003434,October 2022,October 2026,October 2026,"September 29, 2022",,"September 29, 2022",,,https://ClinicalTrials.gov/show/NCT05559801
690,68,NCT01909154,Safety Study of Local Administration of Autologous Bone Marrow Stromal Cells in Chronic Paraplegia,CME-LEM1,Completed,Has Results,Spinal Cord Injury,Biological: Mesenchymal stromal cell therapy,Safety-Number of Adverse Events|Efficacy-Sensitivity Recovery Using ASIA Scale|Efficacy-Changes in the Level of Chronic Pain Based on the IANR-SCIFRS Scale (Pain Section)|Efficacy- Changes in the Neurophysiological Parameters Measured as the Number of Patients With SSEPs (Somatosensory Evoked Potentials)|Efficacy-Urodynamic Studies in Terms of máximum Cystometric Capacity|Efficacy-modification of Magnetic Resonance Imaging (MRI),Puerta de Hierro University Hospital,All,18 Years to 60 Years   (Adult),Phase 1,12,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,CME-LEM1|2010-023285-46,March 2013,April 2014,March 2015,"July 26, 2013","March 29, 2019","March 29, 2019","Hospital Puerta de Hierro, Majadahonda, Madrid, Spain",,https://ClinicalTrials.gov/show/NCT01909154
691,242,NCT00951210,Safety of Intramuscular Injections (IM) of Allogeneic PLX-PAD Cells for the Treatment of Critical Limb Ischemia (CLI),,Completed,No Results Available,Peripheral Artery Disease|Peripheral Vascular Disease|Critical Limb Ischemia,Biological: PLX-PAD,"Adverse events; Amputation incidence, Death incidence & Rehospitalization incidence|Immunological reaction",Pluristem Ltd.,All,"40 Years to 81 Years   (Adult, Older Adult)",Phase 1,12,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,1202-2,August 2009,January 2011,October 2011,"August 4, 2009",,"May 27, 2015","Cardiology PC, Birmingham, Alabama, United States|Duke University Medical Center, Durham, North Carolina, United States",,https://ClinicalTrials.gov/show/NCT00951210
692,8,NCT02814864,"Trial Evaluating the Efficacy of Systemic Mesenchymal Stromal Cell (MSC) Injections for the Treatment of Severe and Chronic Radiotherapy-induced Abdomino-pelvic Complications (Pelvic Radiation Disease, PRD) Refractory to Standard Therapy",PRISME,Recruiting,No Results Available,Pelvic Radiation Therapy|Radiation-induced Hemorrhagic Cystitis,Drug: Mesenchymal Stromal Cell (MSC) injections,"Decrease of one grade on the LENT SOMA|The effect of treatment on analgesic drug consumption (analgesic, opiates).|The effect of treatment on quality of life with SF36 questionnaire|The effect of treatment on quality of life with HADS questionnaire|The effect of treatment on pain|Frequency of diarrhea",Assistance Publique - Hôpitaux de Paris,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 2,12,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,P130935|2014-001462-99,"April 14, 2021",April 2022,April 2022,"June 28, 2016",,"August 3, 2021","Hématologie et thérapie cellulaire, Hôpital Saint Antoine, Paris, France",,https://ClinicalTrials.gov/show/NCT02814864
