,Rank,NCTId,Condition,BriefTitle,InterventionName,OfficialTitle,LocationCity,LocationState,LocationCountry,StartDate
308,309,NCT04971161,Skin Ulcer Venous Stasis Chronic,Allogeneic ABCB5-positive Dermal Mesenchymal Stromal Cells for Treatment of CVU (Phase IIb),allo-APZ2-CVU|Placebo,"A Randomized, Placebo-Controlled, Double-blind, Dose-Ranging, Multicenter, Phase IIb Clinical Trial to Investigate the Efficacy and Safety of Allo-APZ2-CVU on Wound Healing of Therapy-Resistant Chronic Venous Ulcer (CVU)",Augsburg|Bad Bentheim|Berlin|Berlin|Berlin|Bochum|Bochum|Braunschweig|Bremerhaven|Dresden|Dresden|Düsseldorf|Erlangen|Essen|Freiburg|Gelsenkirchen|Gera|Halle|Hamburg|Hanau|Karlsbad|Kiel|Krefeld|Langenau|Leipzig|Leipzig|Ludwigshafen|Memmingen|München|München|Münster|Nürnberg|Potsdam|Regensburg|Rostock|Schwerin|Stuttgart|Tübingen|Wuppertal|Würzburg,,Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany,"August 18, 2021"
309,310,NCT02240992,"Stem Cell Transplantation, Hematopoietic|Poor Graft Function|Delayed Platelet Engraftment|Hematological Diseases",MSCs With or Without Peripheral Blood Stem Cell for Treatment of Poor Graft Function and Delayed Platelet Engraftment,PBSC|MSCs,Mesenchymal Stem Cells With or Without G-CSF Mobilized Peripheral Blood Stem Cell for Treatment of Poor Graft Function and Delayed Platelet Engraftment After Allogeneic Hematopoietic Stem Cell Transplant,Guangzhou,Guangdong,China,September 2014
310,311,NCT04758533,"Diffuse Intrinsic Pontine Glioma|Medulloblastoma, Childhood, Recurrent",Clinical Trial to Assess the Safety and Efficacy of AloCELYVIR With Newly Diagnosed Diffuse Intrinsic Pontine Glioma (DIPG) in Combination With Radiotherapy or Medulloblastoma in Monotherapy,AloCELYVIR,"Phase IB Clinical Trial to Assess the Safety, Tolerability, and Preliminary Efficacy of AloCELYVIR (Mesenchymal Allogenic Cells + ICOVIR-5) in Children, Adolescent and Young Adults With Newly Diagnosed Diffuse Intrinsic Pontine Glioma (DIPG) in Combination With Radiotherapy or Medulloblastoma in Relapse/Progression in Monotherapy",Madrid,,Spain,"April 19, 2021"
311,312,NCT02104713,Skin Burn Degree Second,Stem Cell Therapy to Improve Burn Wound Healing,Allogeneic (MSC's) Application to the Burn Wounds,A Pilot Safety Study of the Administration of Mesenchymal Stem Cells (MSC) in the Treatment of Burn Wounds,Miami,Florida,United States,"June 4, 2014"
312,313,NCT00883727,Myocardial Infarction,Ex Vivo Cultured Bone Marrow Derived Allogenic MSCs in AMI,Stem cell|Plasmalyte A,"A Randomized, Double Blind, Multicentric, Placebo Controlled, Single Dose, Phase - i/ii Study Assessing the Safety and Efficacy of Intravenous ex Vivo Cultured Adult Allogenic Mesenchymal Stem Cells in Patients With st Elevated Acute Myocardial Infarction (Stemi)",Hyderabad|Ahmedabad|Bangalore|Bangalore,Andhra Pradesh|Gujarat|Karnataka|Karnataka,India|India|India|India,April 2009
313,314,NCT04623606,Osteogenesis Imperfecta,Boost to Brittle Bones - Stem Cell Transplantation for Treatment of Brittle Bones,BOOST cells,"Exploratory, Open Label, Multiple Dose, Phase I/II Trial Evaluating Safety, Efficacy of Intravenous and Intraosseous Infusion of Allogeneic Fetal Mesenchymal Stem In Treatment of Severe Osteogenesis Imperfecta Compared With Historical and Untreated Prospective Controls",Vellore,Tamil Nadu,India,"May 20, 2019"
314,315,NCT00314483,Graft vs Host Disease,Evaluation of the Role of Mesenchymal Stem Cells in the Treatment of Graft Versus Host Disease,Mesenchymal Stem Cell Infusion,Evaluation of Potential Mesenchymal Stem Cells for the Treatment of Graft Versus Host Disease Following an Allogeneic Stem Cell Transplant,Vellore,Tamil Nadu,India,June 2007
315,316,NCT03706482,Osteogenesis Imperfecta,Boost Brittle Bones Before Birth,BOOST cells,"An Exploratory, Open Label, Multiple Dose, Multicentre Phase I/II Trial Evaluating Safety and Efficacy of Postnatal or Prenatal and Postnatal Intravenous Administration of Allogeneic Expanded Fetal Mesenchymal Stem Cells for the Treatment of Severe Osteogenesis Imperfecta Compared With a Combination of Historical and Untreated Prospective Controls",Stockholm,,Sweden,"August 12, 2019"
316,317,NCT01922908,Ischemic Stroke,Mesenchymal Stromal Cells for Ischemic Stroke,MSC Infusion|Placebo Comparator,SAfety of Mesenchymal Stromal Cells for Ischemic Stroke,,,,December 2016
317,318,NCT04527224,Covid19 Pneumonia,Study to Evaluate the Efficacy and Safety of AstroStem-V in Treatment of COVID-19 Pneumonia,AstroStem-V,A Phase I/Ⅱa Trial to Explore the Safety and Efficacy of Allogenic Adipose Tissue-derived Mesenchymal Stem Cell (AstroStem-V) Therapy in Patients With COVID-19 Pneumonia,Phoenix|Dallas,Arizona|Texas,United States|United States,"October 1, 2022"
318,319,NCT04388982,Alzheimer Disease,the Safety and the Efficacy Evaluation of Allogenic Adipose MSC-Exos in Patients With Alzheimer's Disease,low dosage MSCs-Exos administrated for nasal drip|mild dosage MSCs-Exos administrated for nasal drip|high dosage MSCs-Exos administrated for nasal drip,"Open-Label, Single-Center, Phase I/Ⅱ Clinical Trial to Evaluate the Safety and the Efficacy of Exosomes Derived From Allogenic Adipose Mesenchymal Stem Cells in Patients With Mild to Moderate Dementia Due to Alzheimer's Disease",Shanghai,Shanghai,China,"July 1, 2020"
319,320,NCT04410731,Facet-Mediated Low Back Pain,Allogeneic BM-MSCs in Patients With Lumbar Facet Arthropathy,Single bilateral intra-articular injection of allogeneic BM-MSCs for lumbar facet joint arthropathy,"CellKine: Phase I Study Evaluating the Safety and Feasibility of Allogeneic, Culture-Expanded Bone Marrow-Derived Mesenchymal Stem Cells in Subjects With Painful Lumbar Facet Joint Arthropathy",Jacksonville,Florida,United States,"April 28, 2020"
320,321,NCT04497805,Diabetic Foot Ulcer,Clinical Study of ALLO-ASC-SHEET in Subjects With Diabetic Wagner Grade II Foot Ulcers,ALLO-ASC-SHEET,A Phase 2 Clinical Study to Evaluate The Efficacy and Safety of ALLO-ASC-SHEET in the Subjects With Diabetic Wagner Grade II Foot Ulcers,Los Angeles,California,United States,"August 1, 2020"
321,322,NCT04835883,Systemic Lupus Erythematosus,Exploring the Efficacy and Safety of CS20AT04 (Allogenic Bone Marrow-Derived Stem Cell) in Systemic Lupus Erythematosus Patients,CS20AT04 (allogenic bone marrow derived mesenchymal stem cell),"Open-label, Single-arm, 24-week Investigator Study to Evaluate the Efficacy and Safety of CS20AT04 (HLA-haplo Matched Allogenic Bone Marrow-Derived Stem Cells) Administered in Patients With Lupus Nephritis or Lupus Cytopenia",Seoul,,"Korea, Republic of","September 26, 2019"
322,323,NCT05035862,Asthma,Mechanisms of Interferon Gamma-primed Mesenchymal Stromal Cells (MSCs) for Moderate-to-severe Persistent Asthma,Albuterol Sulfate|Interferon gamma-primed mesenchymal stromal cells (MSCs)|Prednisone,"A Phase 1 Study to Evaluate Safety, Toxicity, and Potential Mechanisms of Interferon Gamma-primed Mesenchymal Stromal Cells (MSCs) for Moderate-to-severe Persistent Asthma",Atlanta,Georgia,United States,"March 16, 2022"
323,324,NCT04615429,Acute Respiratory Distress Syndrome|COVID-19 Pneumonia,Clinical Trial to Assess the Efficacy of MSC in Patients With ARDS Due to COVID-19,Mesenchymal stromal cells|Placebo,"Double-blind, Randomized, Controlled, Clinical Trial to Assess the Efficacy of Allogenic Mesenchymal Stromal Cells in Patients With Acute Respiratory Distress Syndrome Due to COVID-19",Majadahonda,Madrid,Spain,"September 15, 2020"
324,325,NCT03392311,Mesenchymal Stromal Cells|Psoriasis|Drug Effect|Drug Toxicity,Efficacy and Safety of AD-MSCs Plus Calpocitriol Ointment in Patients With Moderate to Severe Psoriasis,Calcipotriol ointment|adipose-derived multipotent mesenchymal stem cells,Efficacy and Safety of Expanded Allogeneic Adipose-derived Mesenchymal Stem Cells Plus Calpocitriol Ointment in Patients With Moderate to Severe Psoriasis,Guangzhou,Guangdong,China,"August 17, 2019"
325,326,NCT04494386,Covid19|Corona Virus Infection|SARS-CoV Infection|ARDS|Coronavirus,Umbilical Cord Lining Stem Cells (ULSC) in Patients With COVID-19 ARDS,Umbilical Cord Lining Stem Cells (ULSC)|Placebo (carrier control),Phase 1/2a Study of Umbilical Cord Lining Stem Cells (ULSC) in Patients With ARDS Due to COVID-19,Miami|Sioux Falls,Florida|South Dakota,United States|United States,"July 23, 2020"
326,327,NCT02484560,Duchenne Muscular Dystrophy,Efficacy of Stem Cell Therapy in Ambulatory and Non-ambulatory Children With Duchenne Muscular Dystrophy - Phase 1-2,Biological: Umbilical Cord Based Allogenic Mesenchymal Stem Cell,Efficacy of Allogenic Mesenchymal Stem Cell Therapy in Ambulatory and Non-ambulatory Children With Duchenne Muscular Dystrophy - Phase 1-2,Gaziantep,,Turkey,June 2015
327,328,NCT00515307,"Hypercholesterolemia, Familial",Bone Marrow Stem Cells as a Source of Allogenic Hepatocyte Transplantation in Homozygous Familial Hypercholesterolemia,Cellular transplantation,In-Vitro Transdifferentiation of Mesenchymal Stem Cells to Hepatocytes and Allogenic Transplantation of Hepatocytes to the Patients With Homozygous Familial Hypercholesterolemia,Tehran,,"Iran, Islamic Republic of",June 2007
328,329,NCT03484741,Type 1 Diabetes Mellitus,Mesenchymal Stem Cell Therapy for Type 1 Diabetes Mellitus Patients,MSC and PRP,A Preliminary Safety and Efficacy Evaluation of Mesenchymal Stem Cell Transplantation for Type 1 Diabetes Mellitus (T1DM) Patients,Ho Chi Minh City,Ho Chi Minh,Vietnam,"April 1, 2017"
329,330,NCT04281797,Transplantation Infection|Kidney Transplant; Complications|Stem Cell Transplant Complications|Liver Transplant; Complications|Microbial Colonization,Intestinal Microbiome Dynamics in Solid Organ and Stem Cell Transplant Recipients,Intestinal microbiome new generation sequencing,"Intestinal Microbiome Composition Dynamics Over the Course of Kidney Transplantation, Liver Transplantation, Allogeneic Hematopoietic Stem Cells and Mesenchymal Stem Cells Transplantation",Minsk,,Belarus,"January 1, 2020"
330,331,NCT02582775,Epidermolysis Bullosa,MT2015-20: Biochemical Correction of Severe EB by Allo HSCT and Serial Donor MSCs,Thymoglobulin|Cyclophosphamide|Fludarabine|Total Body Irradiation|Bone marrow infusion|Tacrolimus|Mycophenolate Mofetil|Donor mesenchymal stem cell infusions|Busulfan,MT2015-20: Biochemical Correction of Severe Epidermolysis Bullosa by Allogeneic Cell Transplantation and Serial Donor Mesenchymal Cell Infusions,Minneapolis,Minnesota,United States,March 2016
331,332,NCT05456243,Kidney Transplant,Adipose-derived MSC to Treat Rejection in Kidney Transplant Recipients,Low dose adipose tissue derived mesenchymal stromal cells (A-MSC)|High dose adipose tissue derived mesenchymal stromal cells (A-MSC),Safety of Intraarterial Infusion of Adipose Tissue-derived Mesenchymal Stromal Cells to Treat Antibody-mediated and Cellular Rejection in Adult Kidney Transplant Recipients (AMSCAR),Rochester,Minnesota,United States,October 2022
332,333,NCT02635464,Chronic Ischemic Cardiomyopathy,Human Umbilical Cord-derived Mesenchymal Stem Cells With Injectable Collagen Scaffold Transplantation for Chronic Ischemic Cardiomyopathy,hUC-MSCs+Injectable collagen scaffold+CABG|hUC-MSCs+CABG|CABG,The Safety and Efficacy Assessment of Human Umbilical Cord-derived Mesenchymal Stem Cells (hUC-MSCs) With Injectable Collagen Scaffold Transplantation for Chronic Ischemic Cardiomyopathy,Nanjing,Jiangsu,China,October 2015
333,334,NCT00136903,Graft Vs Host Disease,Safety and Efficacy Study of Adult Human Mesenchymal Stem Cells to Treat Acute Graft Versus Host Disease (GVHD),Prochymal® - 2 Million cells/kg|Prochymal®- 8 Million cells/kg|Methylprednisolone|Prednisone|Cyclosporine|Tacrolimus|Mycophenolate Mofetil,"A Phase II, Randomized Study to Evaluate the Safety and Efficacy of Prochymal® (Ex-vivo Cultured Adult Human Mesenchymal Stem Cells) For the Treatment of Acute GVHD in Patients Who Receive Allogeneic Hematopoietic Stem Cell Transplantation",Indianapolis|Kansas City|Hackensack|Buffalo|New York|Rochester|Valhalla|Houston|Milwaukee,Indiana|Missouri|New Jersey|New York|New York|New York|New York|Texas|Wisconsin,United States|United States|United States|United States|United States|United States|United States|United States|United States,"April 27, 2005"
334,335,NCT04276987,Coronavirus,A Pilot Clinical Study on Inhalation of Mesenchymal Stem Cells Exosomes Treating Severe Novel Coronavirus Pneumonia,MSCs-derived exosomes,A Pilot Clinical Study on Aerosol Inhalation of the Exosomes Derived From Allogenic Adipose Mesenchymal Stem Cells in the Treatment of Severe Patients With Novel Coronavirus Pneumonia,Shanghai,Shanghai,China,"February 15, 2020"
335,336,NCT03943576,Knee Osteoarthritis,Allogeneic Adipose Tissue-Derived Mesenchymal Stem Cells (GXCPC1) for Knee Osteoarthritis,GXCPC1|HA,Adipose-Derived Stem Cells (ADSCs) Injections for Knee Osteoarthritis,Hsinchu,,Taiwan,"December 1, 2019"
336,337,NCT04501341,T2D,BM-MNC and UCMSC for Type 2 Diabetes Mellitus Patients,"Bone-marrow aspiration, Intra-pancreatic Catheterisation of BM-MNC|Intravenous Infusion of UC-MSC","Effectivity and Safety of Autologous BM-MNC Stem Cell Therapy and Allogenic Umbilical Cord Mesenchymal Stem Cell for Type 2 Diabetes Mellitus Patients""",Jakarta Pusat,DKI Jakarta,Indonesia,"March 14, 2016"
337,338,NCT02962661,Cardiomyopathy|Heart Failure|Hematopoietic and Lymphoid Cell Neoplasm|Malignant Solid Neoplasm,Donor Bone Marrow Derived Mesenchymal Stem Cells in Controlling Heart Failure in Patients With Cardiomyopathy Caused by Anthracyclines,Best Practice|Laboratory Biomarker Analysis|Mesenchymal Stem Cell Transplantation|Mesenchymal Stem Cell Transplantation,Randomized 3-Arm Trial With Standard of Care Alone vs Either Intravenous Infusion or Transendocardial Injection of Allogeneic Bone Marrow Derived Multipotent Mesenchymal Stromal Cells (MSCs) Plus Standard of Care in Patients With Anthracycline-Associated Cardiomyopathy,Houston,Texas,United States,"July 18, 2020"
338,339,NCT03529877,Recessive Dystrophic Epidermolysis Bullosa,Allogeneic ABCB5-positive Stem Cells for Treatment of Epidermolysis Bullosa,allo-APZ2-EB,"An Interventional, Multicenter, Single Arm, Phase I/IIa Clinical Trial to Investigate the Efficacy and Safety of Allo-APZ2-EB on Epidermolysis Bullosa (EB)",Minneapolis|Salzburg|Paris|Freiburg|London|London,Minnesota,United States|Austria|France|Germany|United Kingdom|United Kingdom,"January 16, 2019"
339,340,NCT05407766,Rectal Fistula,Mesenchymal Stem Cells (MSCs) for Perianal Fistula,OSSM-001|Placebo,A Phase I Safety Study of Allogeneic Bone Marrow Derived MSCs for Refractory Perianal Fistulizing Crohn's Disease,,,,August 2022
340,341,NCT03672825,Cartilage Defect,REcycled CartiLage Auto/Allo IMplantation,REcycled CartiLage Auto/Allo IMplantation,RECLAIM: A Phase I Safety and Feasibility Trial of REcycled CartiLage Auto/Allo IMplantation for the Treatment and Repair of Focal Knee Cartilage Defects,Rochester,Minnesota,United States,"September 13, 2018"
341,342,NCT03684122,Parkinson Disease,Use of Mesenchymal Stem Cells (MSCs) Differentiated Into Neural Stem Cells (NSCs) in People With Parkinson's (PD).,Injection of Umbilical cord derived MSCs,A Safety and Efficacy Study of the Effects of Mesenchymal Stem Cells (MSCs) Differentiated Into Neural Stem Cells (NSCs) on the Motor and Non-motor Symptoms in People With Parkinson's Disease (PD).,Amman,,Jordan,"June 1, 2018"
342,343,NCT01844063,Liver Failure,Safety and Efficacy of Diverse Mesenchymal Stem Cells Transplantation for Liver Failure,Conventional plus BM-MSC treatment|Conventional plus UC-MSC treatment|Conventional treatment,Clinical Comparison of Safety and Efficacy of Allogeneic Umbilical-Cord and Bone Marrow-derived Mesenchymal Stem Cells Transplantation for HBV-related Liver Failure,Guangzhou,Guangdong,China,July 2013
343,344,NCT03726255,Perianal Fistula,Stem Cell Therapy: a Compassionate Use Program in Perianal Fistula,Mesenchymal Stem Cell injection,Retrospective Evaluation of Stem Cell Therapy: a Compassionate Use Program in Perianal Fistula.,Madrid,,Spain,"April 1, 2014"
344,345,NCT01686139,Type I Diabetes Mellitus With Ulcer|Type II Diabetes Mellitus With Ulcer,Safety Study of Stem Cells Treatment in Diabetic Foot Ulcers,ABMD-MSC,Phase 1 Study: Treatment of Patients With Diabetic Foot Complications With Allogeneic Bone Marrow Derived Mesenchymal Stromal Cells (ABMD-MSC),Ramat Gan,,Israel,March 2016
345,346,NCT04377334,ARDS|COVID-19,Mesenchymal Stem Cells (MSCs) in Inflammation-Resolution Programs of Coronavirus Disease 2019 (COVID-19) Induced Acute Respiratory Distress Syndrome (ARDS),MSC,Prospective Phase II Study: MSCs in Inflammation-Resolution Programs of SARS-CoV-2 Induced ARDS,Tuebingen,,Germany,May 2022
346,347,NCT01061099,Osteogenesis Imperfecta Type II|Osteogenesis Imperfecta Type III,Repeated Infusions of Mesenchymal Stromal Cells in Children With Osteogenesis Imperfecta,Mesenchymal Stromal Cells,A Pilot Study to Assess the Safety and Feasibility of Repeated Infusions of Mesenchymal Stromal Cells (MSC) in Children With Osteogenesis Imperfecta,Philadelphia,Pennsylvania,United States,February 2010
