,Rank,NCTId,Condition,BriefTitle,InterventionName,OfficialTitle,LocationCity,LocationState,LocationCountry,StartDate
654,655,NCT03460223,Renal Cirrhosis,Safety and Efficacy Study of Mesenchymal Stem Cell in Treating Kidney Fibrosis,MSC,Phase 1 Clinical Trial Using Mesenchymal Stem Cell as Individualized Medicine to Evaluate the Safety and Efficacy in Kidney Fibrosis,,,,"April 1, 2018"
655,656,NCT01687777,Chronic Disease,Mensenchymal Stem Cell (MSC) Included in OrthADAPT Membrane for Rotator Cuff Tears Repair,Mesenchymal Stem Cells (MSCs)|OrthADAPT,Treatment of Rotator Cuff Tears Using Autologous Bone Marrow Mensenchymal Stem Cell Transplantation.,Madrid|Madrid,,Spain|Spain,May 2010
656,657,NCT03078621,Cerebral Palsy,Bone Marrow-Derived Stem Cell Transplantation for the Treatment of Cerebral Palsy,Stem Cell Therapy,Safety and Efficacy of Transplantation of Specific Populations of Stem Cells and Mesenchymal Stem Cells for the Treatment of Cerebral Palsy,,,,September 2016
657,658,NCT01143168,Type 1 Diabetes Mellitus,Stem Cell Therapy for Type 1 Diabetes Mellitus,autologous bone marrow mononuclear cells and umbilical cord mesenchymal stem cells,A Pilot Study on Transplantation Therapy Using Autologous Bone Marrow Mononuclear Cells and Umbilical Cord Mesenchymal Stem Cells in Patients With Type 1 Diabetes Mellitus,Beijing,,China,August 2010
658,659,NCT04029896,Cerebral Palsy,Individual Patient Expanded Access IND of Hope Biosciences Autologous Adipose-derived Mesenchymal Stem Cells for the Treatment of Cerebral Palsy,HB-adMSCs,Individual Patient Expanded Access IND of Autologous Adipose-derived Mesenchymal Stem Cells for the Treatment of Cerebral Palsy,Sugar Land,Texas,United States,
659,660,NCT03337243,Knee Osteoarthritis|Knee Pain Chronic|Joint Disease|Arthritis|Osteo Arthritis Knee|Musculoskeletal Disease,Effect of Implanting Allogenic Cytokines Derived From Human Amniotic Membrane (HAM) and Mesenchymal Stem Cells Derived From Human Umbilical Cord Wharton's Jelly (HUMCWJ) on Pain and Functioning of Knee Osteoarthritis,HAM and HUMCWJ Injections,Effect of Implanting Allogenic Cytokines Derived From Human Amniotic Membrane (HAM) and Mesenchymal Stem Cells Derived From Human Umbilical Cord Wharton's Jelly (HUMCWJ) on Pain and Functioning of Knee Osteoarthritis,Pittsburgh,Pennsylvania,United States,"November 9, 2017"
660,661,NCT01206179,Nonunion Fractures,Treatment of Non Union of Long Bone Fractures by Autologous Mesenchymal Stem Cell,cell injection,Effect of Bone Marrow-derived Mesenchymal Stem Cell Transplantation in Reconstructing Human Bone Defects,Tehran,,"Iran, Islamic Republic of",March 2009
661,662,NCT04273646,2019 Novel Coronavirus Pneumonia|COVID-19,Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Severe COVID-19,UC-MSCs|Placebo,Clinical Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Severe COVID-19,Wuhan,Hubei,China,"April 20, 2020"
662,663,NCT02961725,Bronchopleural Fistula,Stem Cells for Treatment of Bronchopleural Fistula,UCMSC,Umbilical Cord Mesenchymal Stem Cells for Treatment of Bronchopleural Fistula,Quanzhou,Fujian,China,April 2016
663,664,NCT02881476,Amyotrophic Lateral Sclerosis,Therapeutic Treatment of Amyotrophic Lateral Sclerosis,Biological: Cell-based therapy,Application of Wharton's Jelly-derived Mesenchymal Stem Cells in the Treatment of Amyotrophic Lateral Sclerosis,,,,November 2015
664,665,NCT05018637,Vertebral Compression Fracture|Osteoporotic Fractures,Efficacy of WJ-derived Mesenchymal Stem Cells in Combination With Parathyroid Hormone for Vertebral Compression Fracture,WJ-MSC|Teriparatide,Efficacy of Wharton's Jelly-derived Mesenchymal Stem Cells in Combination With Parathyroid Hormone for Vertebral Compression Fracture,Seongnam-si,Gyeonggi-do,"Korea, Republic of","September 1, 2020"
665,666,NCT04972890,Urologic Diseases|Erectile Dysfunction With Diabetes Mellitus,The Outcomes of Intracavernosal Umbilical Cord Mesenchymal Stem Cells Implantation in Patients With Diabetic Erectile Dysfunction,stem cells|placebo,The Outcomes of Intracavernosal Umbilical Cord Mesenchymal Stem Cells Implantation in Patients With Diabetic Erectile Dysfunction,Jakarta Pusat,DKI Jakarta,Indonesia,"October 27, 2020"
666,667,NCT03378063,Bronchopulmonary Dysplasia,Stem Cells for Bronchopulmonary Dysplasia,transplantation of mesenchymal stem cell|no transplantation of mesenchymal stem cell,Stem Cells for Bronchopulmonary Dysplasia: a Cohort Study,Chongqing,Chongqing,China,"November 1, 2017"
667,668,NCT02491658,Psoriasis Vulgaris,Safety and Efficacy of UC-MSCs in Patients With Psoriasis Vulgaris,UC-MSCs,A Study to Assess Safety and Efficacy of Umbilical Cord Derived Mesenchymal Stem Cells (UC-MSCs) in Patients With Psoriasis Vulgaris,Beijing,Beijing,China,April 2015
668,669,NCT02501811,Ischemic Cardiomyopathy,Combination of Mesenchymal and C-kit+ Cardiac Stem Cells as Regenerative Therapy for Heart Failure,Mesenchymal Stem Cells (MSC)|c-kit+ cells|Placebo (Plasmalyte A),"A Phase II, Randomized, Placebo-Controlled Study of the Safety, Feasibility, & Efficacy of Autologous Mesenchymal Stem Cells & C-kit+ Cardiac Stem Cells, Alone or in Combination, Administered Transendocardially in Subjects With Ischemic HF",Stanford|Gainesville|Miami|Indianapolis|Louisville|Minneapolis|Houston,California|Florida|Florida|Indiana|Kentucky|Minnesota|Texas,United States|United States|United States|United States|United States|United States|United States,October 2015
669,670,NCT04434768,Acute Stroke,Evaluate the Safety and Explore Efficacy of Umbilical Cord Mesenchymal Stem Cells in Acute Ischemic Stroke,UMSC01,"A Phase I, Open Label Study to Evaluate the Safety and to Explore the Efficacy of Allogeneic Umbilical Cord Mesenchymal Stem Cells in Patients With Acute Ischemic Stroke",Taichung|Taipei City,Non-US,Taiwan|Taiwan,"May 5, 2020"
670,671,NCT01045382,"Leukemia, Myeloid, Acute|Leukemia, Lymphoblastic, Acute|Leukemia, Myelocytic, Chronic|Myeloproliferative Disorders|Myelodysplastic Syndromes|Multiple Myeloma|Leukemia, Lymphocytic, Chronic|Hodgkin's Disease|Lymphoma, Non-Hodgkin",MSC and HSC Coinfusion in Mismatched Minitransplants,Mesenchymal stem cells|Isotonic solution,Co-transplantation of Mesenchymal Stem Cells and HLA-mismatched Allogeneic Hematopoietic Cells After Nonmyeloablative Conditioning: a Phase II Randomized Double-blind Study,Edeghem|Brussels|Leuven|Gent|Brugge|Yvoir|Antwerpen|Brussels|Brussels|Liège,Antwerpen|Brabant|Flamish Brabant|Flanders Ost|Flanders West|Namur,Belgium|Belgium|Belgium|Belgium|Belgium|Belgium|Belgium|Belgium|Belgium|Belgium,July 2010
671,672,NCT01562002,Limbus Corneae Insufficiency Syndrome,Safety Study of Stem Cell Transplant to Treat Limbus Insufficiency Syndrome,Stem Cell with Amniotic Membrane Transplant,Advanced Therapy for Ocular Surface Reconstruction. Allogenic Limbus Epithelial Stem-cell Transplant vs Bone Marrow Mesenchymal Stem-cell Transplant in Limbus Insufficiency Syndrome. Double-masked Randomized Trial,Valladolid,,Spain,March 2012
672,673,NCT04448106,"Osteoarthritis, Knee|Osteoarthritis, Hip|Osteoarthritis Shoulder",Autologous Adipose Tissue-Derived Mesenchymal Stem Cells (AdMSCs) for Osteoarthritis,Celltex- AdMSCs,"Clinical Study for Subjects With Osteoarthritis of Knees, Hips, and Shoulders Using a Combination of Intravenous Infusions With Intra-articular Injection of Autologous Adipose Tissue-Derived Mesenchymal Stem Cells (AdMSCs)",Houston,Texas,United States,"September 25, 2022"
673,674,NCT04909892,Covid19,"Study of Allogeneic Adipose-Derived Mesenchymal Stem Cells to Treat Post COVID-19 ""Long Haul"" Pulmonary Compromise",COVI-MSC,"A Phase 2a Study of Intravenous Allogeneic Adipose-Derived Mesenchymal Stem Cells to Treat Post COVID-19 ""Long Haul"" Pulmonary Compromise",,,,August 2021
674,675,NCT04652908,Myelomeningocele,Cellular Therapy for In Utero Repair of Myelomeningocele - The CuRe Trial,Placental Mesenchymal Stem Cells seeded on a commercially available dural graft extracellular matrix|Untreated contemporaneous cohort,Phase 1/2a Trial of Placental Mesenchymal Stem Cells for Repair of Fetal Myelomeningocele,Sacramento,California,United States,"June 21, 2021"
675,676,NCT04863183,Mesenchymal Stem Cells|Knee Osteoarthritis|Cell Therapy,Cell Therapy With Cellistem-OA for Symptomatic Knee Osteoarthritis,CELLISTEM-OA|Triamcinolone acetonide,"Cell Therapy for Patients With Symptomatic Knee Osteoarthritis: Phase I / II, Controlled, Randomized and Double-blind Clinical Trial",,,,"June 1, 2021"
676,677,NCT03460795,Liver Cirrhosis,Safety and Efficacy Study of Co-transfering of Mesenchymal Stem Cell and Regulatory T Cells in Treating End-stage Liver Disease,MSC and Tregs,Phase 1 Clinical Trial Using Mesenchymal Stem Cell and Regulatory T Cells as Individualized Medicine to Evaluate the Safety and Efficacy in End-stage Liver Disease,Nanjing,Jiangsu,China,"June 1, 2020"
677,678,NCT03724617,Thin Endometrium|Intrauterine Adhesion,Clinical Study of Umbilical Cord Mesenchymal Stem Cells Combined With Collagen Scaffold in the Treatment of Thin Endometrium,umbilical cord mesenchymal stem cells combined with collagen scaffold,Clinical Study of Stem Cells in the Treatment of Thin Endometrium,Hangzhou,,China,"October 29, 2018"
678,679,NCT00749164,Graft-Versus-Host Disease,Allogeneic Mesenchymal Stem Cell for Graft-Versus-Host Disease Treatment,MSC transplantation,Allogeneic Mesenchymal Stem Cell Infusion for Treatment Of Steroid Resistant GVHD,Jerusalem,,Israel,September 2009
679,680,NCT03564808,"Skin Pigmentation Over Contour Deformities of Face|Trauma, Rhomberg Disease","Long Term Effects on Skin Hyper Pigmentation With and Without Mesenchymal Stem Cell Enriched Adipose Tissue Grafting for ""Contour Deformities With Pigmentary Changes on Face""",MSC,"Long Term Effects on Skin Hyper Pigmentation With and Without Mesenchymal Stem Cell Enriched Adipose Tissue Grafting for ""Contour Deformities With Pigmentary Changes on Face""",Lahore,Punjab,Pakistan,"June 27, 2018"
680,681,NCT02398604,Hypoplastic Left Heart Syndrome,Allogeneic hMSC Injection in Patients With Hypoplastic Left Heart Syndrome,Allo-hMSCs|Placebo,Allogeneic Human MEsenchymal Stem Cell (hMSC) Injection in Patients With Hypoplastic Left Heart Syndrome: An Open Label Pilot Study.,Baltimore|Baltimore,Maryland|Maryland,United States|United States,April 2015
681,682,NCT03069209,Premature Ovarian Failure,Autologous Bone Marrow-Derived Stem Cell Transplantation in Patients With Premature Ovarian Failure (POF),Stem Cells,Transplantation of Specific Populations of Bone Marrow-Derived Stem Cells and Mesenchymal Stem Cells for the Treatment of Premature Ovarian Failure.,Amman,,Jordan,January 2015
682,683,NCT02379442,Graft-Versus-Host Disease,Early Treatment of Acute Graft Versus Host Disease With Bone Marrow-Derived Mesenchymal Stem Cells and Corticosteroids,MSC,A Pilot Study of Early Treatment of Acute Graft Versus Host Disease With Bone Marrow- Derived Mesenchymal Stem Cells and Corticosteroids: Correlation of Disease Severity and Response With Biomarkers,Bethesda,Maryland,United States,"February 23, 2015"
683,684,NCT02943889,Liver Cirrhosis,Stem Cell Transplantation in Cirrhotic Patients,Mesenchymal stem cell transplantation,The Role of Bone-marrow Derived Stem Cell Transplantation in Patients With Decompensated Liver Cirrhosis: Clinical Trial,,,,October 2016
684,685,NCT05094011,Idiopathic Parkinson's Disease,"Evaluating Safety, Tolerability, and Efficacy of Autologous MitoCell Transplantation in Subjects With Idiopathic Parkinson's Disease",Aadipose-Derived Mesenchymal Stem Cells,"A Phase I Open-Label Dose-Escalation Study to Evaluate the Safety, Tolerability, and Efficacy of Autologous MitoCell (Adipose-Derived Mesenchymal Stem Cells) Transplantation in Subjects With Idiopathic Parkinson's Disease",,,,"May 1, 2022"
685,686,NCT03058068,Cystic Fibrosis,Human MesenchymAl Stem Cells Infusion in Patients With Cystic Fibrosis,Allo-hMSCs|Placebo,"A Phase I, Randomized and Placebo-controlled Trial to Evaluate the Safety, Tolerability, and Potential Efficacy of Allogeneic Human MesenchymAl Stem Cells Infusion in Patients With Cystic Fibrosis - HAPI",,,,December 2020
686,687,NCT02331134,Malignant Melanoma|Head and Neck Cancer,Tissue and Hematopoietic/Mesenchymal Stem Cell for Humanized Xenograft Studies in Melanoma and Squamous Head and Neck Cancer,Filgrastim,Pilot Study of Tissue and Hematopoietic/Mesenchymal Stem Cell Collection for Humanized Xenograft Studies in Melanoma and Squamous Head and Neck Cancer,Aurora,Colorado,United States,"May 13, 2015"
687,688,NCT02509156,Cardiomyopathy Due to Anthracyclines,Stem Cell Injection in Cancer Survivors,Allo-MSCs|Placebo,"A Phase I, First-in-Human, Multicenter, Randomized, Double-Blinded, Placebo-Controlled Study of the Safety and Efficacy of Allogeneic Mesenchymal Stem Cells in Cancer Survivors With Anthracycline-Induced Cardiomyopathy",Stanford|Gainesville|Miami|Indianapolis|Louisville|Minneapolis|Houston,California|Florida|Florida|Indiana|Kentucky|Minnesota|Texas,United States|United States|United States|United States|United States|United States|United States,August 2016
688,689,NCT04063215,Traumatic Brain Injury,A Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Autologous Mesenchymal Stem Cell Therapy for the Treatment of Traumatic Brain Injury and Hypoxic-Ischemic Encephalopathy,HB-adMSCs,A Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Autologous Mesenchymal Stem Cell Therapy for the Treatment of Traumatic Brain Injury and Hypoxic-Ischemic Encephalopathy,Houston,Texas,United States,"January 1, 2020"
689,690,NCT01301664,Mesenchymal Stem Cells,Cartilage Tissue Engineering,total knee / hip replacement,,,,,
690,691,NCT04689152,Alcoholic Cirrhosis,Clinical Trial to Evaluate the Efficacy and Safety of Cellgram-LC Administration in Patients With Alcoholic Cirrhosis,Cellgram-LC,"A Multicenter, Randomized, Open-label Phase III Clinical Trial to Evaluate Efficacy and Safety of the Cellgram-LC in Patients With Alcoholic Liver Cirrhosis",Bucheon|Cheonan|ChunCheon|ChunCheon|Gangneung-si|Seoul|Seoul|Seoul|Seoul|Wonju|Yongin,,"Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of","March 2, 2021"
691,692,NCT03691909,Rheumatoid Arthritis,Phase 1/2a Clinical Trial to Assess the Safety of HB-adMSCs for the Treatment of Rheumatoid Arthritis,HB-adMSCs,A Phase 1/2a Clinical Trial to Assess Safety of a Single IV Infusion of Autologous Adipose-derived Mesenchymal Stem Cells in Adults With Active Rheumatoid Arthritis,Pasadena,Texas,United States,"September 25, 2018"
692,693,NCT02241018,Acute Graft-versus-host Disease,MSCs Combined With CD25 Monoclonal Antibody and Calcineurin Inhibitors for Treatment of Steroid-resistant aGVHD,CD25 monoclonal antibody|calcineurin inhibitors|MSCs,Mesenchymal Stem Cells Combined With CD25 Monoclonal Antibody and Calcineurin Inhibitors for Treatment of Steroid-resistant Acute Graft-versus-host Disease After Allogeneic Stem Cell Transplantation,Guangzhou,Guangdong,China,September 2014
693,694,NCT05130983,Crohn Disease|IBD - Irritable Bowel Disease,"A Phase I Study of ExoFlo, an ex Vivo Culture-expanded Adult Allogeneic Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicle Isolate Product, for the Treatment of Medically Refractory Crohn's Disease",Bone Marrow MSC Derived Extracellular Vesicle Isolate,"A Phase I Study of ExoFlo, an ex Vivo Culture-expanded Adult Allogeneic Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicle Isolate Product, for the Treatment of Medically Refractory Crohn's Disease",,,,"September 1, 2022"
694,695,NCT03254758,Decompensated Liver Cirrhosis,A Study of ADR-001 in Patients With Liver Cirrhosis,Mesenchymal stem cell,A Phase 1/2 Study of ADR-001 in Patients With Liver Cirrhosis,Niigata|Tokyo,,Japan|Japan,"July 20, 2017"
695,696,NCT00956891,Liver Failure|Mesenchymal Stem Cells,Therapeutic Effects of Liver Failure Patients Caused by Chronic Hepatitis B After Autologous MSCs Transplantation,,Therapeutic Effects Including Short-term Changes And Long-term Outcomes of Liver Failure Patients Caused by Chronic Hepatitis B After Single Transplantation With Autologous Bone Marrow Mesenchymal Stem Cells.,Guangzhou,Guangdong,China,May 2005
696,697,NCT03014037,Osteoarthritis,Comparing Mesenchymal Stem Cell Counts in Unilateral vs. Bilateral Posterior Superior Iliac Spine Bone Marrow Aspiration,Unilateral Bone Marrow Procurement|Bilateral Bone Marrow Procurement,Comparing Mesenchymal Stem Cell Counts in Unilateral vs. Bilateral Posterior Superior Iliac Spine Bone Marrow Aspiration,Atlanta,Georgia,United States,"September 7, 2017"
697,698,NCT02013674,Chronic Ischemic Left Ventricular Dysfunction|Myocardial Infarction,The TRansendocardial Stem Cell Injection Delivery Effects on Neomyogenesis STudy (The TRIDENT Study),Allogeneic hMSCs,"A Phase II, Randomized, Blinded, Study of the Safety and Efficacy of Transendocardial Injection of Allogeneic Human Mesenchymal Stem Cells (hMSCs) (20 Million or 100 Million Total MSCs) in Patients With Chronic Ischemic Left Ventricular Dysfunction Secondary to Myocardial Infarction.",Miami,Florida,United States,"February 13, 2014"
